 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5
116	WASP-12b_00155_out.fits	116	0	56319.6731	2456319.6731	2456319.672521	2456319.669659	NaN	-1	-81.243405	-20.02	100	0	0	25	40	60	0.400423	0.723332	0.393918	0.310306	0.064797	0.000791	0.001663	0.001011	0.000879	0.000578	506.203912	435.001409	389.655211	352.935118	112.023313	3133506.026831	3719.39082	2399.264899	2015.122764	2399.764899	2081.377236	6.509097	29.672325	1254726.47061	1981.374403	633.260664	5464	1639.216505	1000.028288	19.317333	19.187751	19.446914	51.905265	0.996842	1875.1035	1900.295752	1875.6035	2196.204248	6.513394	29.660039	1315222.700167	1998.071745	658.245983	5669	1671.238022	1000.890061	19.281151	19.031546	19.530755	57.151958	0.996044	1813.740262	1792.406778	1814.240262	2304.093222	6.513897	29.648509	885522.067002	1890.055666	468.516395	4039	1451.738931	1001.091569	19.135069	18.988186	19.281953	52.906355	0.996826	2430.295102	2345.144757	2430.795102	1751.355243	6.508843	29.707594	742075.560067	1848.7578	401.391442	3849	1377.804691	999.387782	19.086091	18.842745	19.329436	55.308898	0.994758	3002.52035	2153.362115	3003.02035	1943.137885	6.504152	29.687026	190685.699596	1688.597509	112.925489	1808	1094.739929	997.500918	18.858422	18.815978	18.900865	48.176026	0.998345
117	WASP-12b_00156_out.fits	117	0	56319.674479	2456319.674479	2456319.6739	2456319.671038	NaN	-1	-80.745599	-20	100	0	0	25	40	60	0.399841	0.720318	0.396665	0.309599	0.064817	0.000797	0.001669	0.001023	0.000885	0.000586	501.518996	431.581992	387.868182	349.849691	110.681841	3129100.715419	3744.38736	2399.771466	2016.354461	2400.271466	2080.145539	6.509098	29.672321	1251141.562851	1995.511634	626.977834	5409	1654.839531	1017.477553	19.449352	19.421801	19.476903	48.34528	0.999409	1875.739629	1901.450177	1876.239629	2195.049823	6.513394	29.66003	1310192.766796	2008.730232	652.24924	5631	1686.029532	1018.925271	19.453728	19.380366	19.527089	52.302968	0.999105	1814.2956	1793.565514	1814.7956	2302.934486	6.513897	29.6485	888691.912851	1900.526056	467.60312	3992	1470.008147	1017.517356	19.501766	19.489592	19.51394	46.405867	0.999352	2430.844047	2346.365312	2431.344047	1750.134688	6.508844	29.707588	739742.365908	1859.720628	397.770695	3791	1393.535678	1016.500833	19.185087	19.187775	19.1824	44.744807	0.999011	3003.015247	2154.758028	3003.515247	1941.741972	6.504153	29.687038	190473.669865	1707.301806	111.564147	1757	1112.946619	1016.112013	18.699349	18.521261	18.877437	68.715818	0.999331
118	WASP-12b_00157_out.fits	118	0	56319.675858	2456319.675858	2456319.67528	2456319.672417	NaN	-1	-80.247738	-20.01	100	0	0	25	40	60	0.399871	0.720639	0.394684	0.312084	0.064208	0.000855	0.001799	0.001099	0.000959	0.000639	467.732005	400.534843	359.002692	325.513987	100.556187	3038970.304788	3924.359448	2398.429893	2015.982097	2398.929893	2080.517903	6.509098	29.672331	1215197.289683	2070.608819	586.87922	5052	1780.089888	1159.457973	19.535552	19.576433	19.49467	30.061404	0.999929	1874.363134	1901.097262	1874.863134	2195.402738	6.513394	29.660042	1272783.144	2090.16583	608.938834	5206	1809.560591	1161.504	19.505769	19.492384	19.519154	46.713972	0.999473	1812.930529	1793.255075	1813.430529	2303.244925	6.513897	29.648516	860003.036304	1988.908889	432.399413	3926	1598.66055	1160.330766	19.516146	19.536043	19.496249	41.267396	0.999754	2429.479662	2346.024307	2429.979662	1750.475693	6.508843	29.707606	722829.734817	1949.676958	370.743334	3536	1527.596527	1158.429145	19.383263	19.463667	19.302859	35.014713	0.99941	3001.507932	2154.341138	3002.007932	1942.158862	6.504154	29.687038	183354.389668	1809.642249	101.320794	1813	1251.044365	1157.543911	18.804792	18.984701	18.624883	31.102092	0.998317
119	WASP-12b_00158_out.fits	119	0	56319.677237	2456319.677237	2456319.676659	2456319.673796	NaN	-1	-79.749892	-20.02	100	0	0	25	40	60	0.400703	0.723159	0.394432	0.310322	0.064553	0.000799	0.001679	0.001022	0.000889	0.000585	501.24227	430.68895	385.79761	349.252395	110.441321	3127353.946372	3750.172544	2399.370089	2014.733191	2399.870089	2081.766809	6.509097	29.672332	1253139.274	1998.052721	627.180284	5242	1662.016293	1023.961673	19.499438	19.545004	19.453871	332.711065	0.999935	1875.329404	1899.876075	1875.829404	2196.623925	6.513393	29.660046	1312458.186873	2012.207919	652.247799	5307	1695.148752	1026.550593	19.405567	19.408516	19.402618	40.145474	0.999997	1813.882292	1792.0396	1814.382292	2304.4604	6.513897	29.648521	884609.911038	1906.594814	463.973732	3857	1474.222222	1025.409482	19.338625	19.380193	19.297057	340.651426	0.99997	2430.415919	2344.779483	2430.915919	1751.720517	6.508843	29.707606	740646.997963	1864.882894	397.154695	3626	1401.54972	1023.861296	19.100345	19.166944	19.033747	22.36399	0.999904	3002.422848	2153.051515	3002.922848	1943.448485	6.504154	29.687034	189638.850498	1703.502688	111.322895	1723	1118.833589	1022.029683	18.741775	18.468338	19.015211	79.736989	0.99903
120	WASP-12b_00159_out.fits	120	0	56319.678617	2456319.678617	2456319.678038	2456319.675176	NaN	-1	-79.252057	-20	100	0	0	25	40	60	0.400309	0.723006	0.394069	0.310245	0.064874	0.0008	0.001682	0.001023	0.000889	0.000589	500.318308	429.734805	385.280927	348.818901	110.049241	3124849.802947	3755.963616	2402.384992	2015.918988	2402.884992	2080.581012	6.509098	29.672332	1250906.677568	1997.611944	626.201041	5423	1664.81489	1026.922653	19.627092	19.592868	19.661316	51.724228	0.999775	1878.304419	1901.080988	1878.804419	2195.419012	6.513394	29.660049	1311246.387883	2014.059261	651.046577	5545	1696.241713	1027.579608	19.669775	19.635955	19.703596	49.297659	0.999471	1816.874451	1793.137239	1817.374451	2303.362761	6.513897	29.648512	883318.478992	1905.03024	463.676881	4106	1476.805697	1027.508403	19.526222	19.448506	19.603937	57.987246	0.99967	2433.435651	2345.953946	2433.935651	1750.546054	6.508843	29.707606	739914.596264	1864.46507	396.850876	3812	1402.07449	1024.567043	19.345359	19.297445	19.393273	52.580627	0.999641	3005.485388	2154.289389	3005.985388	1942.210611	6.504154	29.68704	190370.339808	1716.233599	110.923326	1744	1120.517312	1023.587403	19.00602	19.042117	18.969923	42.020419	0.998661
121	WASP-12b_00160_out.fits	121	0	56319.679996	2456319.679996	2456319.679417	2456319.676555	NaN	-1	-78.754201	-20	100	0	0	25	40	60	0.400332	0.724569	0.394284	0.308322	0.065424	0.000805	0.001697	0.00103	0.000893	0.000593	497.464315	426.847738	382.690044	345.324655	110.358526	3102056.761721	3753.42573	2398.062512	2017.848364	2398.562512	2078.651636	6.509098	29.672338	1241854.029364	1993.487431	622.955535	4831	1654.562659	1024.499731	20.404629	20.51502	20.294238	37.138534	0.998406	1873.984722	1902.993279	1874.484722	2193.506721	6.513394	29.660052	1303313.857507	2013.955611	647.141303	4946	1687.078054	1026.503367	20.416433	20.430428	20.402438	44.077827	0.998185	1812.605732	1795.137771	1813.105732	2301.362229	6.513897	29.648524	877218.013803	1904.802537	460.529633	3660	1471.735234	1025.086551	20.203041	20.289966	20.116116	39.140211	0.998205	2429.12556	2347.877237	2429.62556	1748.622763	6.508843	29.707612	731038.070381	1863.422205	392.309413	3354	1395.069106	1023.606672	20.169652	20.180738	20.158567	44.234483	0.998307	3001.343717	2156.072985	3001.843717	1940.427015	6.504152	29.687032	190486.82003	1712.183545	111.253738	1696	1119.121243	1022.082618	19.850502	20.039521	19.661482	26.588192	0.998991
122	WASP-12b_00161_out.fits	122	0	56319.681375	2456319.681375	2456319.680796	2456319.677934	NaN	-1	-78.256351	-20	100	0	0	25	40	60	0.401729	0.720985	0.394266	0.309616	0.065948	0.000804	0.001685	0.001029	0.000893	0.00059	499.498836	427.830387	383.32875	346.707951	111.696314	3113775.88785	3758.708436	2402.402801	2016.703807	2402.902801	2079.796193	6.509098	29.672332	1250892.917031	1997.862929	626.115485	4723	1664.858452	1027.947598	20.261708	20.239777	20.283638	300.943977	0.999979	1878.327451	1901.838153	1878.827451	2194.661847	6.513394	29.660045	1304477.605631	2016.615815	646.864711	4906	1694.563423	1030.030766	20.159226	20.134772	20.18368	277.088706	0.999994	1816.852817	1793.967941	1817.352817	2302.532059	6.513898	29.648516	880503.690037	1909.702494	461.068513	3642	1476.815228	1029.859041	20.125405	20.113288	20.137523	306.480198	0.999983	2433.423292	2346.7908	2433.923292	1749.7092	6.508843	29.707612	736151.556383	1867.699856	394.148746	3250	1402.691641	1027.486974	20.010396	19.93304	20.087752	85.109339	0.999938	3005.580779	2155.057586	3006.080779	1941.442414	6.504153	29.687038	192643.0358	1710.521381	112.622407	1661	1124.418581	1026.081146	19.8946	19.760019	20.029182	305.1815	0.998379
123	WASP-12b_00162_out.fits	123	0	56319.682754	2456319.682754	2456319.682175	2456319.679313	NaN	-1	-77.758506	-20	100	0	0	25	40	60	0.401337	0.723449	0.394116	0.310077	0.064788	0.00081	0.001704	0.001035	0.0009	0.000596	495.424325	424.496606	380.741644	344.72094	108.639759	3081614.327674	3748.868524	2399.771911	2017.280746	2400.271911	2079.219254	6.509098	29.672333	1236767.218016	1992.035834	620.855909	4320	1655.174733	1025.135396	21.072026	20.953743	21.190308	81.93025	0.999863	1875.753856	1902.421952	1876.253856	2194.078048	6.513394	29.660046	1293563.088109	2012.502809	642.76337	4403	1685.586049	1026.949039	21.098274	20.95024	21.246307	80.263889	0.999778	1814.321617	1794.538579	1814.821617	2301.961421	6.513897	29.648515	871171.323015	1900.970114	458.277232	3291	1469.705043	1025.909158	20.89476	20.724222	21.065298	85.686146	0.999727	2430.858077	2347.262796	2431.358077	1749.237204	6.508843	29.707602	729375.197445	1859.571762	392.227508	3078	1395.754332	1024.003467	20.862019	20.75942	20.964617	70.975399	0.999844	3002.928489	2155.637987	3003.428489	1940.862013	6.504154	29.687041	187504.719105	1712.353101	109.5012	1627	1119.084055	1023.564585	20.546356	20.179255	20.913457	273.789886	0.998701
124	WASP-12b_00163_out.fits	124	0	56319.684133	2456319.684133	2456319.683555	2456319.680692	NaN	-1	-77.260659	-20	100	0	0	25	40	60	0.400982	0.719922	0.395286	0.311381	0.064595	0.0008	0.001673	0.001023	0.00089	0.000587	501.376038	430.264958	386.494492	349.718862	110.11131	3121358.855294	3745.755044	2402.228698	2015.290594	2402.728698	2081.209406	6.509098	29.672332	1251609.390461	1993.943112	627.705667	4937	1660.94651	1023.34621	19.748421	20.067966	19.428875	349.048295	0.998784	1878.158251	1900.417661	1878.658251	2196.082339	6.513394	29.660046	1306533.065169	2011.398913	649.564369	4997	1690.496179	1024.916421	19.717521	19.937145	19.497897	350.234367	0.999441	1816.677295	1792.555437	1817.177295	2303.944563	6.513898	29.648518	884284.778641	1898.91626	465.67866	3675	1473.816098	1023.339899	19.678216	19.92894	19.427492	349.558238	0.999256	2433.272028	2345.346313	2433.772028	1751.153687	6.508843	29.707608	741151.029911	1862.017991	398.036449	3399	1398.350636	1021.174539	19.527416	19.846365	19.208467	352.000404	0.998846	3005.349477	2153.63721	3005.849477	1942.86279	6.504153	29.687036	189389.981573	1706.446981	110.984979	1695	1117.600102	1021.120234	19.313101	19.321223	19.304979	316.006831	0.999427
125	WASP-12b_00164_out.fits	125	0	56319.685512	2456319.685512	2456319.684934	2456319.682071	NaN	-1	-76.76282	-20.03	100	0	0	25	40	60	0.402086	0.721434	0.394617	0.311655	0.064226	0.000802	0.001679	0.001023	0.000891	0.000588	501.1168	429.680702	385.6305	349.914432	109.299041	3113729.796671	3741.344719	2400.704792	2016.486425	2401.204792	2080.013575	6.509098	29.672333	1251987.897583	1994.725783	627.649128	4622	1656.494399	1019.02602	20.356529	20.392065	20.320992	330.872881	0.999956	1876.651726	1901.585458	1877.151726	2194.914542	6.513394	29.660043	1304929.381662	2010.279537	649.128321	4780	1686.260958	1021.159337	20.388395	20.322827	20.453964	86.157482	0.999958	1815.228997	1793.723086	1815.728997	2302.776914	6.513897	29.648515	881052.114665	1897.594538	464.299457	3531	1469.106415	1020.505542	20.254151	20.308668	20.199634	333.452635	0.99992	2431.778728	2346.573841	2432.278728	1749.926159	6.508843	29.707612	739835.964228	1856.202456	398.575038	3223	1395.12844	1018.04589	20.168711	20.187519	20.149904	1.931354	0.999997	3003.899658	2154.879183	3004.399658	1941.620817	6.504153	29.687043	187912.336116	1705.896801	110.154574	1655	1113.891315	1018.455898	19.643933	19.451754	19.836112	58.600315	0.998168
126	WASP-12b_00165_out.fits	126	0	56319.686892	2456319.686892	2456319.686313	2456319.68345	NaN	-1	-76.264993	-20.03	100	0	0	25	40	60	0.401486	0.720429	0.395689	0.310923	0.064468	0.000808	0.001691	0.001034	0.000898	0.000593	496.973683	426.029328	382.809045	346.248857	108.747605	3077696.977269	3730.036954	2398.480851	2015.454822	2398.980851	2081.045178	6.509098	29.672335	1235651.387955	1984.75927	622.569904	4383	1648.928864	1016.558655	21.193719	21.090014	21.297423	62.879899	0.99972	1874.392268	1900.602069	1874.892268	2195.897931	6.513394	29.66005	1288784.617468	2003.198483	643.363415	4456	1675.527764	1018.989497	21.165134	21.031382	21.298885	64.981282	0.999613	1812.987658	1792.719462	1813.487658	2303.780538	6.513897	29.64852	872552.004869	1891.313718	461.34705	3428	1461.943963	1017.444725	21.154195	21.035464	21.272926	58.096588	0.999353	2429.568095	2345.539574	2430.068095	1750.960426	6.508843	29.707612	729963.545721	1852.351337	394.074024	3095	1388.871742	1015.870442	21.060099	20.906855	21.213342	66.546338	0.999546	3001.719996	2153.879032	3002.219996	1942.620968	6.504153	29.687049	186396.809211	1700.617083	109.605396	1592	1110.009684	1015.006213	20.551148	20.481419	20.620876	50.832408	0.998874
127	WASP-12b_00166_out.fits	127	0	56319.688271	2456319.688271	2456319.687692	2456319.684829	NaN	-1	-75.767137	-20.02	100	0	0	25	40	60	0.401199	0.719263	0.396037	0.309977	0.065337	0.000808	0.001687	0.001034	0.000897	0.000593	496.274073	426.261769	382.985735	345.75287	110.106736	3102099.495111	3758.158505	2402.073054	2017.364757	2402.573054	2079.135243	6.509098	29.67234	1244560.180041	2003.92856	621.060154	4263	1665.180846	1031.171584	20.456385	20.410449	20.50232	50.05077	0.999344	1878.04067	1902.407889	1878.54067	2194.092111	6.513394	29.660044	1297780.306549	2016.474994	643.588594	4391	1694.913221	1032.442416	20.486816	20.433764	20.539869	50.352057	0.999222	1816.58648	1794.565439	1817.08648	2301.934561	6.513898	29.648517	880024.42976	1906.495649	461.592677	3320	1479.701173	1030.938078	20.397818	20.302856	20.49278	55.618755	0.999339	2433.190925	2347.322313	2433.690925	1749.177687	6.508843	29.707607	734042.641316	1866.819012	393.205038	3067	1404.310591	1030.561792	20.210019	20.112986	20.307052	54.603992	0.999148	3005.247588	2155.701328	3005.747588	1940.798672	6.504154	29.687046	190252.117486	1714.014313	110.997975	1609	1126.315173	1029.44546	20.108868	20.11832	20.099416	44.026923	0.999234
128	WASP-12b_00167_out.fits	128	0	56319.68965	2456319.68965	2456319.689071	2456319.686208	NaN	-1	-75.269288	-20	100	0	0	25	40	60	0.40286	0.719652	0.395977	0.308929	0.065917	0.000807	0.001686	0.001032	0.000894	0.000594	499.271134	426.723182	383.731577	345.544595	110.886125	3107697.463154	3760.902075	2399.792402	2016.683387	2400.292402	2079.816613	6.509098	29.672334	1251966.12	1998.103948	626.577071	4798	1667.772797	1029.990769	20.182317	20.161736	20.202897	50.922323	0.999901	1875.749204	1901.774608	1876.249204	2194.725392	6.513394	29.660044	1300531.109489	2017.967892	644.47562	4733	1693.015776	1031.167883	20.075415	20.054587	20.096243	49.123964	0.999791	1814.294971	1793.894949	1814.794971	2302.605051	6.513897	29.648515	881515.990488	1904.817525	462.782382	3619	1479.476045	1030.181452	20.134268	20.090639	20.177896	53.940058	0.999801	2430.851632	2346.755271	2431.351632	1749.744729	6.508843	29.70761	733467.931717	1867.796727	392.691518	3289	1403.135507	1029.489082	19.849302	19.778788	19.919816	52.517045	0.99925	3003.023561	2155.068789	3003.523561	1941.431211	6.504153	29.687044	192182.431459	1719.068232	111.794534	1689	1125.109985	1027.703785	19.701177	19.569326	19.833028	62.79499	0.999471
129	WASP-12b_00168_out.fits	129	0	56319.691029	2456319.691029	2456319.69045	2456319.687587	NaN	-1	-74.771447	-20	100	0	0	25	40	60	0.402531	0.721659	0.394303	0.308353	0.066506	0.000809	0.001692	0.001031	0.000895	0.000594	497.600694	426.425013	382.459356	344.667976	111.876087	3106270.14346	3762.546897	2399.518186	2016.196247	2400.018186	2080.303753	6.509098	29.672332	1250368.705102	2005.070703	623.603299	4851	1674.231397	1036.938479	20.292918	20.63374	19.952096	13.966568	0.998555	1875.462536	1901.30599	1875.962536	2195.19401	6.513394	29.660045	1302039.776	2017.452201	645.388166	4839	1701.419043	1038.466	20.194078	20.517341	19.870815	19.640119	0.99829	1813.993299	1793.413993	1814.493299	2303.086007	6.513898	29.648514	878439.737055	1907.96701	460.406146	3627	1486.101124	1037.459787	20.186511	20.56792	19.805102	17.448026	0.997879	2430.504284	2346.357815	2431.004284	1750.142185	6.508844	29.707618	732086.331129	1870.314126	391.424264	3283	1410.259052	1036.936088	19.995076	20.292932	19.697221	17.175592	0.998698	3002.971	2154.680425	3003.471	1941.819575	6.504151	29.687048	193704.299275	1717.041854	112.8128	3044	1133.713194	1035.035507	20.135725	19.906115	20.365335	56.125159	0.996373
130	WASP-12b_00169_out.fits	130	0	56319.692408	2456319.692408	2456319.69183	2456319.688966	NaN	-1	-74.273506	-20.01	100	0	0	25	40	60	0.402901	0.721275	0.39544	0.310105	0.064829	0.000804	0.001682	0.001028	0.000892	0.000591	501.055347	428.727629	384.783497	347.744102	109.709277	3124064.08485	3764.31777	2402.467768	2015.956898	2402.967768	2080.543102	6.509098	29.672334	1258687.269076	2002.571519	628.535489	5089	1678.035751	1035.192406	19.736165	20.040041	19.432289	10.476386	0.998913	1878.373184	1901.067952	1878.873184	2195.432048	6.513394	29.660047	1309093.416438	2016.926405	649.053636	5237	1704.353571	1036.448767	19.766785	20.014384	19.519186	6.21953	0.999342	1816.912426	1793.150892	1817.412426	2303.349108	6.513898	29.648513	885297.695974	1910.025652	463.500422	3819	1484.73997	1035.122044	19.800564	20.166095	19.435032	4.481724	0.998604	2433.457332	2346.057452	2433.957332	1750.442548	6.508844	29.707614	739473.736037	1869.604388	395.524177	3470	1410.972435	1033.497327	19.548688	19.761575	19.335802	16.793653	0.999317	3005.594859	2154.392267	3006.094859	1942.107733	6.504153	29.687048	190199.236401	1720.022554	110.579501	1787	1129.42435	1032.532228	19.307392	19.674533	18.940251	2.677267	0.998542
131	WASP-12b_00170_out.fits	131	0	56319.693788	2456319.693788	2456319.693209	2456319.690345	NaN	-1	-73.775622	-20.01	100	0	0	25	40	60	0.404265	0.724219	0.393942	0.309714	0.064835	0.000808	0.001691	0.001026	0.000894	0.000587	500.102529	428.192361	383.981306	346.541438	110.366314	3114731.288452	3755.904117	2401.371641	2015.308658	2401.871641	2081.191342	6.509098	29.672338	1259176.308094	2008.487511	626.927626	4745	1675.132383	1034.003916	20.428159	20.649474	20.206844	1.82072	0.999529	1877.37177	1900.387194	1877.87177	2196.112806	6.513394	29.660048	1308272.380015	2017.864351	648.345058	4796	1702.595105	1035.449577	20.503537	20.661972	20.345103	359.825939	0.999761	1815.908551	1792.508732	1816.408551	2303.991268	6.513897	29.648518	880255.010226	1905.065848	462.060149	3519	1483.688968	1034.120526	20.402949	20.509752	20.296146	3.273341	0.999889	2432.421026	2345.334202	2432.921026	1751.165798	6.508843	29.707612	736554.948419	1870.853051	393.700055	3299	1408.936799	1033.52653	20.216906	20.378914	20.054897	6.492224	0.99973	3004.480144	2153.663701	3004.980144	1942.836299	6.504154	29.687043	189648.949792	1704.60323	111.256946	1663	1128.27458	1031.662787	19.847425	19.78544	19.90941	61.211983	0.999864
132	WASP-12b_00171_out.fits	132	0	56319.695167	2456319.695167	2456319.694588	2456319.691724	NaN	-1	-73.277772	-20.01	100	0	0	25	40	60	0.404567	0.720418	0.394858	0.309645	0.065801	0.000811	0.001688	0.001034	0.000898	0.000595	498.818162	426.732189	381.83811	344.77994	110.588337	3114887.773144	3774.579219	2399.012779	2016.474663	2399.512779	2080.025337	6.509098	29.672324	1260179.267824	2012.561894	626.156776	4895	1690.070991	1046.465645	20.152128	20.100692	20.203563	69.028366	0.999953	1874.954241	1901.6113	1875.454241	2194.8887	6.513394	29.66004	1304346.666667	2012.596632	648.091449	4928	1713.044921	1047.222222	20.178392	20.019757	20.337026	69.26455	0.99956	1813.56623	1793.735541	1814.06623	2302.764459	6.513897	29.648511	881765.363636	1919.908948	459.274574	3672	1495.965886	1047.001852	20.148172	20.035475	20.26087	78.670114	0.999853	2430.087095	2346.601705	2430.587095	1749.898295	6.508843	29.707605	736466.170896	1880.332416	391.668071	3337	1420.54972	1044.993284	19.797585	19.653154	19.942015	65.225217	0.999494	3002.194395	2154.966439	3002.694395	1941.533561	6.504153	29.687045	192309.571946	1724.877595	111.491721	1698	1140.307419	1042.58914	19.778311	19.470189	20.086434	77.659853	0.998825
133	WASP-12b_00172_out.fits	133	0	56319.696546	2456319.696546	2456319.695967	2456319.693103	NaN	-1	-72.779934	-20.01	100	0	0	25	40	60	0.404813	0.722685	0.394392	0.309519	0.065288	0.000815	0.001706	0.001037	0.000901	0.000599	496.902669	423.72878	380.237283	343.607107	109.069281	3109535.215341	3790.221237	2401.187947	2016.555698	2401.687947	2079.944302	6.509098	29.672333	1258779.741924	2015.737393	624.476058	4649	1692.819388	1050.584826	20.442799	20.544273	20.341325	12.648806	0.999879	1877.149107	1901.677859	1877.649107	2194.822141	6.513394	29.660048	1304484.029174	2033.161454	641.603758	4768	1716.898625	1052.362695	20.448242	20.491674	20.404811	33.758244	0.999877	1815.741266	1793.7801	1816.241266	2302.7199	6.513897	29.648516	879505.027523	1920.815714	457.881004	3550	1498.576081	1050.990826	20.390126	20.47074	20.309511	30.322525	0.99974	2432.231531	2346.585015	2432.731531	1749.914985	6.508843	29.707607	734971.878363	1880.94353	390.746382	3267	1423.756371	1049.152967	20.199862	20.294816	20.104909	23.859852	0.999805	3004.209367	2155.067374	3004.709367	1941.432626	6.504154	29.687053	190574.280281	1733.363768	109.94477	1696	1144.803961	1048.016617	20.271888	20.296803	20.246973	23.795804	0.999987
134	WASP-12b_00173_out.fits	134	0	56319.697925	2456319.697925	2456319.697346	2456319.694482	NaN	-1	-72.282075	-20.01	100	0	0	25	40	60	0.406116	0.719469	0.396898	0.310586	0.064356	0.000829	0.001724	0.001059	0.000917	0.000608	490.016493	417.261436	374.836503	338.788768	105.822731	3070381.163448	3802.2489	2397.573216	2015.678141	2398.073216	2080.821859	6.509098	29.672345	1246930.809234	2022.607104	616.496801	4193	1698.46918	1063.252262	21.730877	21.631066	21.830687	307.97088	0.99857	1873.440293	1900.743213	1873.940293	2195.756787	6.513395	29.660052	1284724.148885	2034.39257	631.502576	4215	1721.075356	1066.938824	21.708569	21.558064	21.859075	301.765177	0.999032	1812.005536	1792.866366	1812.505536	2303.633634	6.513898	29.648522	872381.660143	1930.341206	451.931326	3159	1506.754439	1064.145784	21.731907	21.654868	21.808947	307.841893	0.999178	2428.643785	2345.72178	2429.143785	1750.77822	6.508843	29.707621	727625.851555	1887.254168	385.547354	2916	1432.696183	1062.403129	21.591426	21.548502	21.634349	311.239938	0.999077	3000.754345	2154.233952	3001.254345	1942.266048	6.504153	29.687071	185649.502865	1740.803868	106.645847	1596	1156.427481	1061.949362	21.200525	21.150366	21.250683	310.147328	0.999212
135	WASP-12b_00174_out.fits	135	0	56319.699304	2456319.699304	2456319.698726	2456319.695861	NaN	-1	-71.78422	-20.01	100	0	0	25	40	60	0.406221	0.720888	0.395091	0.309576	0.06553	0.000832	0.001734	0.001059	0.00092	0.000613	488.2807	415.840496	373.166231	336.544392	106.902347	3073031.432756	3819.971663	2401.577002	2017.671516	2402.077002	2078.828484	6.509098	29.672339	1248330.223251	2031.79227	614.398549	4345	1711.89353	1075.963717	21.486129	22.028137	20.944121	3.468179	0.99742	1877.507163	1902.773782	1878.007163	2193.726218	6.513394	29.660052	1287307.692393	2040.533536	630.868187	4305	1734.658499	1077.533592	21.433397	21.951651	20.915143	3.483063	0.997629	1816.029465	1794.869459	1816.529465	2301.630541	6.513898	29.648519	870285.697368	1935.44062	449.657658	3290	1517.988838	1076.443583	21.39497	21.986697	20.803243	6.894163	0.996761	2432.60116	2347.710556	2433.10116	1748.789444	6.508844	29.707613	726445.804231	1899.071533	382.526825	2980	1443.644275	1073.951754	21.189906	21.785145	20.594666	1.532897	0.99684	3004.794536	2156.164628	3005.294536	1940.335372	6.504153	29.687056	188992.238764	1753.853846	107.75826	1634	1170.10229	1073.923034	21.076112	21.547581	20.604642	8.258877	0.997825
