 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_T7,rel_flux_T8,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_T7,rel_flux_SNR_T8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8
35,WASP-12b_00074_clean.fits,35.000000,0.000000,56319.561389,2456319.561389,2456319.560810,2456319.566261,2456319.567026,1.153122,60.091266,-19.990000,100.000000,6.509110,29.672297,22.121375,18.000000,32.000000,48.000000,0.139436,0.089576,0.139030,0.743064,0.459459,0.057771,0.837670,0.985539,0.000237,0.000231,0.000262,0.000780,0.000504,0.000213,0.000588,0.000666,589.399612,387.564777,530.316369,952.484838,912.044288,271.439684,1424.868949,1479.770601,7793652.919459,4208.816567,2398.393642,2014.373521,2398.893642,2082.126479,6.509099,29.672306,1086712.610618,1017.876020,1747.871576,621.734815,4305.000000,1067.627677,1497.142366,3283.000000,22.721504,19.909017,19.824797,19.993237,294.632127,0.999832,2429.380051,2344.439302,2429.880051,1752.060698,6.508846,29.707587,640730.853698,1616.158114,396.453075,3232.000000,629.478287,1494.143397,22.342818,19.798068,19.670207,19.925929,284.078058,0.999785,2743.052624,2694.893156,2743.552624,1401.606844,6.506275,29.745046,951291.359551,1712.325494,555.555216,4147.000000,934.584705,1508.436752,21.611797,19.550055,19.459985,19.640124,298.092528,0.999726,2160.379884,1599.572915,2160.879884,2496.927085,6.511051,29.627985,3322415.821781,2308.390508,1439.278064,9650.000000,3264.067290,1512.348823,23.208492,19.952696,19.967505,19.937886,20.753419,0.999996,2961.716062,987.836984,2962.216062,3108.663016,6.504505,29.562550,2453556.958584,2105.572833,1165.268150,8054.000000,2410.467396,1515.352646,21.457451,19.437332,19.344033,19.530632,72.283788,0.999861,1203.290519,2256.422106,1203.790519,1840.077894,6.518905,29.697974,425657.925844,1551.775613,274.303786,2700.000000,418.182487,1509.448404,22.192933,19.650034,19.545198,19.754870,80.135851,0.999872,1157.528875,3178.136750,1158.028875,918.363250,6.519311,29.796458,6528512.341624,2926.317797,2230.964917,20592.000000,6413.858088,1539.352009,20.646980,19.154120,19.105826,19.202413,52.306611,0.999601,1889.703179,1260.999690,1890.203179,2835.500310,6.513272,29.591811,7680952.639045,3120.446598,2461.491456,20568.000000,7546.059137,1541.942431,22.789026,19.879562,19.851643,19.907481,301.969493,0.999959
36,WASP-12b_00075_clean.fits,36.000000,0.000000,56319.562768,2456319.562768,2456319.562189,2456319.567641,2456319.568405,1.148691,60.479090,-20.030000,100.000000,6.509110,29.672297,20.047702,18.000000,32.000000,48.000000,0.139796,0.089226,0.138426,0.744829,0.459701,0.057846,0.829687,0.983553,0.000219,0.000213,0.000242,0.000727,0.000469,0.000196,0.000545,0.000621,638.306943,419.827906,571.863375,1024.753511,979.602111,295.765863,1522.414253,1584.825357,8592670.696727,4307.593943,2398.084230,2015.953003,2398.584230,2080.546997,6.509098,29.672305,1201225.174768,1017.876020,1782.944627,673.731061,5768.000000,1180.129163,1504.331901,3360.000000,20.697539,18.036806,17.954556,18.119056,53.782673,0.999087,2429.152255,2346.015505,2429.652255,1750.484495,6.508844,29.707581,703882.823430,1638.484622,429.593793,4072.000000,691.521177,1503.933025,20.504961,17.897725,17.885906,17.909545,46.373802,0.999241,2742.688287,2696.388520,2743.188287,1400.111480,6.506274,29.745027,1044820.172196,1743.790914,599.165969,5542.000000,1026.470957,1517.087356,19.446090,17.469154,17.445716,17.492593,47.848328,0.999269,2160.156091,1601.181482,2160.656091,2495.318518,6.511050,29.627991,3668021.790593,2378.259022,1542.313834,13683.000000,3603.603700,1514.404382,20.914984,18.095354,18.112040,18.078668,43.260833,0.999076,2961.532162,989.304940,2962.032162,3107.195060,6.504504,29.562538,2706074.021485,2168.822110,1247.715988,11423.000000,2658.549734,1516.815820,19.841001,17.340711,17.317970,17.363452,46.432508,0.997246,1203.014346,2257.991946,1203.514346,1838.508054,6.518904,29.697965,469871.889022,1571.630252,298.971013,3318.000000,461.619961,1517.866319,19.819658,17.602132,17.352170,17.852093,65.776585,0.998167,1157.152225,3179.731933,1157.652225,916.768067,6.519311,29.796430,7129223.097093,3025.864741,2356.094441,31814.000000,7004.019113,1534.599766,18.495055,16.978970,16.938262,17.019678,46.864616,0.994565,1889.398609,1262.508228,1889.898609,2833.991772,6.513271,29.591811,8451344.704691,3238.412367,2609.718512,30331.000000,8302.921516,1535.071726,20.662329,17.919834,17.927124,17.912543,44.062892,0.999381
37,WASP-12b_00076_clean.fits,37.000000,0.000000,56319.564147,2456319.564147,2456319.563568,2456319.569020,2456319.569784,1.144350,60.866605,-20.060000,100.000000,6.509110,29.672297,19.663105,18.000000,32.000000,48.000000,0.139320,0.088968,0.138722,0.745556,0.459267,0.057794,0.826713,0.983586,0.000219,0.000212,0.000242,0.000726,0.000468,0.000195,0.000542,0.000619,637.411866,419.971626,573.790403,1026.889969,981.021505,296.225858,1525.058064,1588.902985,8649314.139412,4327.168750,2401.375859,2014.747337,2401.875859,2081.752663,6.509098,29.672299,1205019.241525,1017.876020,1791.787881,672.523380,5946.000000,1183.856598,1517.768960,3410.000000,20.305926,17.785653,17.877862,17.693444,351.687593,0.999883,2432.560561,2344.743500,2433.060561,1751.756500,6.508843,29.707569,706646.993428,1644.493815,429.704865,4279.000000,694.236803,1516.913420,20.078989,17.682260,17.706626,17.657895,325.259225,0.999938,2745.940885,2695.277996,2746.440885,1401.222004,6.506274,29.745032,1053680.495129,1752.413631,601.273853,5806.000000,1035.175674,1528.836729,19.270158,17.291833,17.453518,17.130147,339.394151,0.999382,2163.448688,1599.996945,2163.948688,2496.503055,6.511050,29.627987,3694265.454303,2388.671979,1546.577130,15272.000000,3629.386470,1528.969836,20.327515,17.749131,17.780814,17.717447,326.647839,0.999919,2964.586927,988.136942,2965.086927,3108.363058,6.504505,29.562532,2722152.129157,2180.037552,1248.672128,11891.000000,2674.345477,1532.464296,19.235261,17.060792,17.234915,16.886669,26.639986,0.998835,1206.283730,2256.752755,1206.783730,1839.747245,6.518904,29.697960,472569.067396,1578.213674,299.432881,3417.000000,464.269772,1531.052159,19.579721,17.434448,17.411666,17.457229,48.840604,0.999618,1160.557202,3178.449077,1161.057202,918.050923,6.519310,29.796421,7150503.428109,3030.908720,2359.194581,32919.000000,7024.925717,1546.622696,18.178294,16.706999,16.760716,16.653282,40.408008,0.998377,1892.652637,1261.395333,1893.152637,2835.104667,6.513271,29.591813,8507342.792043,3248.534005,2618.825224,31279.000000,8357.936160,1547.632258,20.328973,17.693431,17.817864,17.568999,349.106098,0.999771
38,WASP-12b_00077_clean.fits,38.000000,0.000000,56319.565526,2456319.565526,2456319.564947,2456319.570399,2456319.571163,1.140096,61.253802,-20.010000,100.000000,6.509110,29.672297,19.601534,18.000000,32.000000,48.000000,0.139884,0.089147,0.138414,0.744627,0.459945,0.057877,0.829081,0.985388,0.000221,0.000215,0.000245,0.000734,0.000474,0.000199,0.000549,0.000627,631.876590,414.892870,565.815325,1015.128648,970.566746,291.372116,1509.272793,1572.671372,8536991.264466,4322.414369,2401.037597,2015.555394,2401.537597,2080.944606,6.509098,29.672306,1194185.060876,1017.876020,1790.571867,666.929422,5682.000000,1173.212688,1532.586796,3488.000000,20.251510,17.903097,17.873618,17.932577,49.133377,0.999475,2432.067806,2345.629898,2432.567806,1750.870102,6.508844,29.707582,698756.435318,1646.065946,424.500876,4042.000000,686.484819,1530.505425,20.128750,17.812976,17.755362,17.870590,51.902122,0.999265,2745.532830,2696.063021,2746.032830,1400.436979,6.506274,29.745032,1037968.687177,1751.017720,592.780230,5491.000000,1019.739798,1543.985164,19.144603,17.435437,17.437868,17.433006,44.480044,0.999764,2163.246148,1600.692225,2163.746148,2495.807775,6.511048,29.627987,3643687.699588,2380.337821,1530.743942,13730.000000,3579.696966,1544.478200,20.362018,17.905256,17.889493,17.921019,47.285566,0.999512,2964.218608,988.889676,2964.718608,3107.610324,6.504505,29.562544,2689515.306302,2174.001158,1237.126897,11343.000000,2642.281824,1547.983329,19.259680,17.279955,17.276862,17.283049,45.224633,0.997915,1205.682486,2257.534566,1206.182486,1838.965434,6.518905,29.697964,467063.136080,1585.995159,294.492157,3422.000000,458.860536,1547.566372,19.653150,17.507563,17.321340,17.693786,59.982047,0.998186,1160.031297,3179.348197,1160.531297,917.151803,6.519310,29.796433,7077860.277117,3024.857620,2339.898655,31719.000000,6953.558331,1565.067021,17.715327,16.795388,16.685573,16.905204,50.696753,0.995618,1892.280377,1262.080735,1892.780377,2834.419265,6.513271,29.591816,8412249.055722,3235.853471,2599.700243,29576.000000,8264.512468,1565.415998,20.297236,17.807819,17.782036,17.833603,49.957114,0.999717
39,WASP-12b_00078_clean.fits,39.000000,0.000000,56319.566905,2456319.566905,2456319.566326,2456319.571778,2456319.572542,1.135930,61.640616,-19.970000,100.000000,6.509110,29.672297,19.055175,18.000000,32.000000,48.000000,0.139432,0.089095,0.138823,0.745148,0.458877,0.057942,0.827067,0.983668,0.000217,0.000211,0.000240,0.000722,0.000465,0.000194,0.000540,0.000616,641.498819,421.432275,577.718613,1032.036600,986.279398,298.328514,1532.491726,1597.164388,8747121.101111,4354.120666,2398.073013,2016.709734,2398.573013,2079.790266,6.509097,29.672293,1219625.300245,1017.876020,1801.675434,676.939518,6561.000000,1198.206144,1539.006632,3388.000000,19.702830,17.166072,17.354755,16.977389,13.788987,0.999385,2429.127082,2346.766833,2429.627082,1749.733167,6.508843,29.707566,715573.201562,1659.646362,431.160046,4663.000000,703.006248,1538.941351,19.346844,17.015229,17.172168,16.858289,20.807412,0.999391,2742.485495,2697.178995,2742.985495,1399.321005,6.506274,29.745014,1066279.564555,1760.938632,605.517731,6454.000000,1047.553478,1549.156259,18.737846,16.610655,16.798651,16.422658,4.119049,0.999477,2160.144144,1601.940559,2160.644144,2494.559441,6.511049,29.627983,3734870.371952,2403.897985,1553.672575,16625.000000,3669.278281,1549.086704,19.944849,17.207478,17.420573,16.994383,10.671217,0.999293,2961.254643,990.105360,2961.754643,3106.394640,6.504505,29.562537,2751329.087873,2191.062256,1255.705574,13437.000000,2703.010027,1553.514685,18.537486,16.335394,16.539019,16.131769,29.541186,0.997646,1202.760215,2258.754190,1203.260215,1837.745810,6.518904,29.697956,479068.875168,1588.570591,301.572293,3764.000000,470.655429,1553.245033,18.968887,16.678139,16.811931,16.544346,21.583539,0.999516,1156.975366,3180.503908,1157.475366,915.996092,6.519311,29.796405,7234455.323275,3052.353764,2370.123479,37512.000000,7107.403242,1568.342105,17.602616,15.946619,16.122662,15.770576,35.524723,0.995379,1889.281346,1263.297197,1889.781346,2833.202803,6.513271,29.591808,8604260.676140,3267.702446,2633.122452,36406.000000,8453.151965,1566.469599,19.600041,16.933944,17.112474,16.755413,6.253269,0.999534
40,WASP-12b_00079_clean.fits,40.000000,0.000000,56319.568284,2456319.568284,2456319.567706,2456319.573157,2456319.573921,1.131849,62.027063,-19.930000,100.000000,6.509110,29.672297,19.064602,18.000000,32.000000,48.000000,0.139660,0.089518,0.138467,0.746832,0.458317,0.057528,0.824728,0.982656,0.000216,0.000210,0.000239,0.000720,0.000463,0.000193,0.000536,0.000613,645.449082,426.128781,578.877554,1036.669128,990.070017,297.522881,1538.005499,1603.354017,8794878.721814,4358.275020,2399.833905,2014.504214,2400.333905,2081.995786,6.509097,29.672290,1228290.311707,1017.876020,1803.032819,681.235693,6607.000000,1206.718979,1540.027944,3428.000000,19.735100,17.234940,17.091856,17.378023,78.294259,0.999673,2430.941684,2344.521239,2431.441684,1751.978761,6.508843,29.707562,722612.286487,1656.922196,436.117211,4609.000000,709.921712,1537.752225,19.363605,17.125687,16.952636,17.298737,78.791607,0.999522,2744.319317,2694.953051,2744.819317,1401.546949,6.506274,29.745015,1069683.328592,1763.525647,606.559553,6404.000000,1050.897465,1552.508436,18.740642,16.707007,16.573557,16.840457,271.742318,0.999744,2161.833819,1599.804029,2162.333819,2496.695971,6.511050,29.627985,3760118.839359,2406.721907,1562.340389,16412.000000,3694.083333,1547.897808,19.852205,17.263632,17.133308,17.393957,89.589857,0.999772,2962.975547,987.983057,2963.475547,3108.516943,6.504505,29.562537,2764038.630813,2194.438735,1259.565185,13278.000000,2715.496364,1554.898458,18.665580,16.391118,16.350731,16.431504,48.986937,0.998738,1204.665951,2256.496616,1205.165951,1840.003384,6.518904,29.697951,478425.636562,1590.998296,300.707825,3697.000000,470.023487,1556.007853,18.967805,16.791279,16.415932,17.166627,82.115658,0.997844,1158.951566,3178.132993,1159.451566,918.367007,6.519310,29.796403,7253378.805029,3053.180088,2375.679979,37991.000000,7125.994389,1568.517712,17.426244,16.004949,15.814845,16.195052,57.284581,0.996737,1891.118637,1261.182645,1891.618637,2835.317355,6.513271,29.591810,8642339.341911,3272.990795,2640.502184,34644.000000,8490.561890,1568.060968,19.765633,17.094264,17.015060,17.173469,283.231975,0.999893
41,WASP-12b_00080_clean.fits,41.000000,0.000000,56319.569663,2456319.569663,2456319.569085,2456319.574536,2456319.575300,1.127852,62.413110,-19.960000,100.000000,6.509110,29.672297,19.132098,18.000000,32.000000,48.000000,0.140016,0.089062,0.138173,0.746408,0.459606,0.057690,0.827095,0.983601,0.000217,0.000211,0.000240,0.000722,0.000465,0.000194,0.000539,0.000615,644.455939,422.296382,575.834941,1033.267843,987.694887,297.698723,1534.420376,1598.704224,8752062.930361,4351.418611,2403.056629,2015.130657,2403.556629,2081.369343,6.509098,29.672283,1225430.215042,1017.876020,1801.243294,680.324651,6531.000000,1203.909112,1540.330695,3460.000000,19.848571,17.343636,17.267808,17.419464,69.374554,0.999865,2434.165351,2345.239413,2434.665351,1751.260587,6.508843,29.707561,715731.857294,1656.536660,432.065208,4535.000000,703.162117,1538.479988,19.520721,17.207377,17.155765,17.258988,58.144073,0.999817,2747.662596,2695.678730,2748.162596,1400.821270,6.506273,29.745011,1062487.821864,1761.311411,603.236779,6387.000000,1043.828326,1553.142816,18.611089,16.800250,16.730737,16.869762,81.678472,0.999925,2165.063845,1600.404047,2165.563845,2496.095953,6.511050,29.627977,3740596.936749,2402.606705,1556.891075,16435.000000,3674.904275,1550.642393,20.059297,17.430910,17.468595,17.393225,18.755103,0.999970,2966.372855,988.672027,2966.872855,3107.827973,6.504504,29.562538,2755879.190140,2190.740806,1257.966795,13155.000000,2707.480220,1553.882994,18.644270,16.559772,16.566593,16.552951,44.405669,0.998423,1207.845448,2257.192163,1208.345448,1839.307837,6.518904,29.697956,477367.124314,1586.394677,300.913216,3643.000000,468.983565,1554.289242,18.959411,16.877075,16.618307,17.135843,76.641753,0.998822,1162.163235,3178.854013,1162.663235,917.645987,6.519310,29.796396,7238791.311537,3050.037988,2373.344640,37382.000000,7111.663082,1569.452825,17.613642,16.179231,16.098802,16.259660,50.124446,0.996878,1894.317360,1261.772543,1894.817360,2834.727457,6.513271,29.591803,8608538.616288,3267.422954,2634.656957,34395.000000,8457.354775,1569.403179,19.799785,17.209445,17.185492,17.233398,294.151374,0.999982
42,WASP-12b_00081_clean.fits,42.000000,0.000000,56319.571043,2456319.571043,2456319.570464,2456319.575915,2456319.576679,1.123938,62.798717,-20.000000,100.000000,6.509110,29.672297,19.133893,18.000000,32.000000,48.000000,0.140094,0.088514,0.138902,0.747664,0.458966,0.057453,0.827526,0.983809,0.000218,0.000211,0.000242,0.000726,0.000467,0.000194,0.000541,0.000617,642.150077,418.675128,575.071930,1029.428110,983.666011,295.461897,1529.814807,1593.945701,8726122.996783,4355.132245,2400.576579,2015.863207,2401.076579,2080.636793,6.509098,29.672290,1222475.248709,1017.876020,1803.303322,677.908832,6461.000000,1201.006041,1541.903569,3493.000000,19.837775,17.369430,17.322094,17.416766,57.521639,0.999834,2431.643448,2345.809028,2432.143448,1750.690972,6.508844,29.707551,709579.383531,1656.901683,428.256782,4601.000000,697.117694,1543.450901,19.568191,17.238478,17.170297,17.306659,63.561508,0.999828,2745.059316,2696.255564,2745.559316,1400.244436,6.506274,29.745003,1064248.163124,1766.091972,602.600646,6370.000000,1045.557752,1554.384977,18.575473,16.920713,16.935229,16.906197,39.020980,0.999931,2162.663960,1601.103357,2163.163960,2495.396643,6.511050,29.627979,3733100.903649,2403.697308,1553.066142,16298.000000,3667.539888,1552.156024,19.936802,17.460218,17.449503,17.470933,48.703145,0.999909,2963.836567,989.256818,2964.336567,3107.243182,6.504504,29.562533,2745089.948821,2191.914505,1252.370904,13308.000000,2696.880460,1557.523935,18.631409,16.690306,16.790105,16.590508,37.209972,0.998018,1205.310388,2257.949093,1205.810388,1838.550907,6.518905,29.697962,474104.597659,1587.615471,298.626844,3665.000000,465.778335,1557.033753,19.124532,16.986016,16.730029,17.242004,75.032487,0.998791,1159.640500,3179.524408,1160.140500,916.975592,6.519310,29.796399,7221092.720490,3048.271306,2368.914048,37073.000000,7094.275315,1571.119351,17.645963,16.284638,16.242063,16.327213,47.739294,0.997001,1891.901641,1262.525335,1892.401641,2833.974665,6.513271,29.591811,8584834.963261,3263.433512,2630.614330,34302.000000,8434.067408,1570.992557,19.751000,17.308277,17.389845,17.226709,4.586233,0.999909
43,WASP-12b_00082_clean.fits,43.000000,0.000000,56319.572422,2456319.572422,2456319.571843,2456319.577294,2456319.578058,1.120107,63.183858,-20.040000,100.000000,6.509110,29.672297,19.051503,18.000000,32.000000,48.000000,0.139883,0.089073,0.138805,0.745416,0.459238,0.057691,0.827833,0.984626,0.000219,0.000212,0.000242,0.000726,0.000468,0.000195,0.000543,0.000620,638.715625,419.205949,573.843780,1026.347297,981.218536,295.342958,1525.227704,1589.265536,8681955.789591,4345.868275,2399.487088,2014.293931,2399.987088,2082.206069,6.509098,29.672294,1214457.867044,1017.876020,1801.606896,674.097035,6642.000000,1193.129461,1542.238522,3449.000000,19.858841,17.406405,17.385143,17.427668,48.876597,0.999672,2430.627644,2344.397733,2431.127644,1752.102267,6.508843,29.707574,710082.061111,1655.629750,428.889407,4661.000000,697.611543,1540.893975,19.407539,17.230069,17.221405,17.238733,46.391219,0.999571,2744.029264,2694.848096,2744.529264,1401.651904,6.506274,29.745029,1058212.086452,1759.657386,601.373935,6355.000000,1039.627681,1554.142493,18.450686,16.899828,16.910626,16.889029,41.961434,0.999854,2161.514382,1599.577577,2162.014382,2496.922423,6.511050,29.627988,3707809.178028,2398.758100,1545.720337,16438.000000,3642.692338,1551.916449,19.859397,17.411571,17.466294,17.356847,35.423885,0.999633,2962.773586,987.748929,2963.273586,3108.751071,6.504505,29.562542,2732304.146269,2186.016548,1249.900944,12693.000000,2684.319203,1556.791643,18.573261,16.655691,16.710499,16.600884,40.743473,0.998024,1204.110738,2256.434643,1204.610738,1840.065357,6.518905,29.697970,473548.317732,1586.303346,298.523179,3697.000000,465.231824,1556.483229,18.860835,17.018058,16.830153,17.205962,69.628061,0.999151,1158.447015,3178.047222,1158.947015,918.452778,6.519311,29.796421,7187208.604187,3043.339111,2361.619373,35771.000000,7060.986274,1572.469305,17.689474,16.341944,16.332994,16.350894,45.529210,0.996484,1890.782051,1260.947991,1891.282051,2835.552009,6.513271,29.591814,8548475.915864,3259.156892,2622.910218,35292.000000,8398.346901,1572.903740,19.711990,17.264251,17.307564,17.220938,33.693050,0.999830
44,WASP-12b_00083_clean.fits,44.000000,0.000000,56319.573801,2456319.573801,2456319.573222,2456319.578673,2456319.579437,1.116356,63.568506,-20.030000,100.000000,6.509110,29.672297,18.980623,18.000000,32.000000,48.000000,0.139635,0.089030,0.138736,0.745286,0.459095,0.057913,0.827873,0.983428,0.000217,0.000210,0.000240,0.000719,0.000463,0.000193,0.000538,0.000613,644.411645,423.970721,578.911819,1036.855665,991.077694,299.329432,1539.588946,1603.982733,8807019.205419,4363.862064,2401.594256,2016.920205,2402.094256,2079.579795,6.509098,29.672288,1229768.470623,1017.876020,1808.459923,680.008694,7380.000000,1208.171179,1547.458479,3426.000000,19.582763,17.136209,16.902127,17.370292,74.113784,0.998968,2432.693844,2346.969178,2433.193844,1749.530822,6.508843,29.707563,719990.682977,1659.759949,433.792057,5067.000000,707.346149,1546.095827,19.352938,17.059700,16.864454,17.254946,73.033467,0.999239,2746.130459,2697.374518,2746.630459,1399.125482,6.506274,29.745012,1072987.239204,1768.893518,606.586676,7211.000000,1054.143352,1560.044296,18.611101,16.657296,16.499319,16.815273,78.271046,0.999573,2163.640879,1602.200267,2164.140879,2494.299733,6.511050,29.627981,3760843.632413,2408.460887,1561.513269,18379.000000,3694.795397,1555.308303,19.736064,17.183886,17.068540,17.299232,62.436298,0.999449,2964.932021,990.438447,2965.432021,3106.061553,6.504505,29.562539,2771073.846542,2195.424187,1262.204299,15081.000000,2722.408027,1560.659078,18.472754,16.325301,16.225953,16.424650,51.938780,0.997425,1206.479913,2259.004542,1206.979913,1837.495458,6.518903,29.697962,482123.804283,1593.403132,302.574907,4007.000000,473.656708,1560.969338,18.972218,16.803949,16.445584,17.162314,77.752844,0.997805,1160.681693,3180.633561,1161.181693,915.866439,6.519310,29.796414,7291096.467732,3061.939313,2381.202147,40416.000000,7163.049651,1573.088322,17.614842,15.924063,15.692276,16.155850,57.072981,0.994937,1892.878798,1263.592163,1893.378798,2832.907837,6.513271,29.591810,8661069.409004,3277.148708,2642.867377,39835.000000,8508.963018,1574.293053,19.502302,17.008931,16.915113,17.102749,74.669571,0.999836
