 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_T7,rel_flux_T8,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_T7,rel_flux_SNR_T8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8
101,WASP-12b_00140_clean.fits,101.000000,0.000000,56319.652413,2456319.652413,2456319.651834,2456319.657281,2456319.658046,1.011950,81.173312,-20.000000,100.000000,6.509110,29.672297,20.681630,18.000000,32.000000,48.000000,0.137451,0.088957,0.137989,0.746242,0.460747,0.057410,0.829372,0.985573,0.000192,0.000183,0.000212,0.000658,0.000426,0.000165,0.000501,0.000572,714.115556,486.819884,651.951581,1134.243356,1081.206468,348.095162,1653.924738,1724.533144,8760335.615255,3937.063205,2401.915068,2014.305460,2402.415068,2082.194540,6.509098,29.672292,1204120.808386,1017.876020,1596.973150,754.001912,5127.000000,1182.973943,1023.046291,3539.000000,21.383499,18.363650,18.589323,18.137978,11.494846,0.999287,2432.975175,2344.292903,2433.475175,1752.207097,6.508844,29.707561,715635.850233,1433.373984,499.266666,3591.000000,703.067796,1020.336836,20.981537,18.260371,18.526759,17.993982,11.167439,0.999005,2746.519534,2694.882396,2747.019534,1401.617604,6.506274,29.745026,1062247.927279,1550.933058,684.908947,4979.000000,1043.592645,1019.119572,20.366075,17.799922,18.058560,17.541283,6.531853,0.999110,2163.986143,1599.555265,2164.486143,2496.944735,6.511050,29.627984,3743655.935538,2259.327417,1656.978049,13209.000000,3677.909552,1033.680403,21.517199,18.399448,18.727002,18.071893,7.278099,0.998648,2965.332275,987.898813,2965.832275,3108.601187,6.504504,29.562538,2763174.593196,2028.327069,1362.292421,10516.000000,2714.647501,1030.991253,20.269672,17.596620,17.952049,17.241190,24.609897,0.996178,1206.706361,2256.118328,1207.206361,1840.381672,6.518904,29.697956,475621.309009,1349.756005,352.375768,2777.000000,467.268410,1023.922945,20.592389,17.948285,18.067201,17.829368,31.707631,0.999123,1160.917100,3177.832957,1161.417100,918.667043,6.519310,29.796427,7265580.114591,2938.661319,2472.411525,30294.000000,7137.981418,1039.474218,18.989927,17.250668,17.515841,16.985494,30.013667,0.996215,1893.309702,1260.996217,1893.809702,2835.503783,6.513271,29.591820,8633952.085446,3163.706670,2729.062137,29599.000000,8482.321931,1049.093812,21.352742,18.247914,18.591779,17.904050,3.384059,0.998561
102,WASP-12b_00141_clean.fits,102.000000,0.000000,56319.653792,2456319.653792,2456319.653214,2456319.658661,2456319.659425,1.011773,81.238279,-19.980000,100.000000,6.509110,29.672297,20.776243,18.000000,32.000000,48.000000,0.137326,0.088702,0.138415,0.744879,0.460583,0.057868,0.830473,0.985862,0.000194,0.000184,0.000213,0.000661,0.000429,0.000166,0.000505,0.000576,708.530778,481.402136,648.535525,1126.257290,1072.840127,348.310204,1643.110661,1712.244531,8662035.511273,3921.240616,2400.863233,2016.618757,2401.363233,2079.881243,6.509098,29.672305,1189525.394598,1017.876020,1590.159312,748.054227,4804.000000,1168.634855,1016.836988,3309.000000,21.431067,18.466411,18.534393,18.398429,25.618686,0.999862,2431.874210,2346.602546,2432.374210,1749.897454,6.508844,29.707574,705742.701471,1429.791314,493.598397,3276.000000,693.348392,1015.171163,21.140947,18.353777,18.457399,18.250155,11.944696,0.999847,2745.314097,2697.092977,2745.814097,1399.407023,6.506274,29.745030,1053176.699048,1545.419908,681.482549,4634.000000,1034.680726,1012.849029,20.421678,18.001230,18.092320,17.910139,8.159944,0.999889,2162.949635,1601.803171,2163.449635,2494.696829,6.511050,29.627990,3697773.409262,2247.357153,1645.387519,11908.000000,3632.832818,1027.151559,21.563657,18.497085,18.614734,18.379437,19.161905,0.999737,2964.226232,990.095960,2964.726232,3106.404040,6.504504,29.562541,2731504.500434,2021.798419,1351.027123,10029.000000,2683.533601,1025.013545,20.264431,17.790031,17.919904,17.660158,35.685013,0.997911,1205.659149,2258.533912,1206.159149,1837.966088,6.518904,29.697978,473838.201059,1343.584406,352.667238,2601.000000,465.516617,1015.874047,20.777076,18.106652,18.122815,18.090489,43.060417,0.999304,1159.818788,3180.131484,1160.318788,916.368516,6.519310,29.796438,7193590.615674,2926.167979,2458.365572,27476.000000,7067.256204,1035.457160,19.212890,17.416326,17.520939,17.311712,38.376970,0.997251,1892.216917,1263.167605,1892.716917,2833.332395,6.513271,29.591817,8539571.162300,3151.076749,2710.048610,26162.000000,8389.598533,1044.042007,21.398198,18.381493,18.560031,18.202954,10.098970,0.999572
103,WASP-12b_00142_clean.fits,103.000000,0.000000,56319.655171,2456319.655171,2456319.654593,2456319.660040,2456319.660804,1.011649,81.284266,-19.980000,100.000000,6.509110,29.672297,21.094248,18.000000,32.000000,48.000000,0.137087,0.088957,0.138568,0.745093,0.459739,0.057860,0.829820,0.985955,0.000194,0.000185,0.000214,0.000663,0.000429,0.000167,0.000506,0.000577,706.325764,481.087419,648.314366,1123.789170,1070.701312,347.137017,1639.853107,1709.321335,8638963.399893,3918.912620,2399.577296,2015.806199,2400.077296,2080.693801,6.509098,29.672298,1184289.843881,1017.876020,1588.292605,745.637070,4659.000000,1163.491251,1018.946378,3408.000000,21.793831,18.690717,18.757737,18.623697,10.550445,0.999941,2430.690903,2345.826025,2431.190903,1750.673975,6.508843,29.707573,705719.144690,1430.570198,493.313188,3306.000000,693.325249,1014.506155,21.489251,18.571873,18.605558,18.538189,7.004519,0.999986,2744.044962,2696.350121,2744.544962,1400.149879,6.506274,29.745034,1051392.725025,1542.998778,681.395695,4575.000000,1032.928082,1013.439875,20.614905,18.182273,18.282940,18.081605,345.846075,0.999842,2161.672327,1601.062561,2162.172327,2495.437439,6.511050,29.627988,3688533.007452,2247.451263,1641.207117,11991.000000,3623.754697,1029.455618,21.960960,18.748841,18.864935,18.632747,7.353673,0.999836,2962.952087,989.376894,2963.452087,3107.123106,6.504504,29.562541,2720805.710513,2017.929799,1348.315344,10163.000000,2673.022704,1025.325615,20.659164,17.998529,18.144058,17.852999,32.294791,0.998580,1204.437560,2257.570180,1204.937560,1838.929820,6.518903,29.697958,472512.812213,1344.403939,351.466400,2579.000000,464.214505,1017.211364,20.955108,18.335019,18.235536,18.434502,69.247939,0.999790,1158.602363,3179.297238,1159.102363,917.202762,6.519309,29.796441,7168785.177641,2921.549287,2453.761506,26853.000000,7042.886401,1037.035022,19.571527,17.610891,17.697396,17.524386,38.203251,0.998253,1890.954930,1262.442428,1891.454930,2834.057572,6.513270,29.591816,8517625.829213,3146.625222,2706.908268,26344.000000,8368.038606,1046.620012,21.709238,18.578187,18.740782,18.415593,5.222208,0.999683
104,WASP-12b_00143_clean.fits,104.000000,0.000000,56319.656551,2456319.656551,2456319.655972,2456319.661419,2456319.662183,1.011577,81.310971,-19.980000,100.000000,6.509110,29.672297,20.616535,18.000000,32.000000,48.000000,0.137654,0.089237,0.138375,0.746621,0.459154,0.057509,0.828837,0.985863,0.000193,0.000184,0.000212,0.000661,0.000427,0.000165,0.000503,0.000574,711.929977,485.974974,651.190658,1130.358856,1075.564772,348.602685,1647.917695,1718.315154,8703984.288836,3925.406116,2401.043296,2014.755527,2401.543296,2081.744473,6.509098,29.672296,1198135.354766,1017.876020,1593.835711,751.730775,5286.000000,1177.093606,1016.289512,3390.000000,21.211488,18.463042,18.542635,18.383449,26.437283,0.999796,2432.013889,2344.766112,2432.513889,1751.733888,6.508844,29.707568,713081.312031,1430.603232,498.447995,3569.000000,700.558121,1012.499423,20.899811,18.298912,18.351428,18.246397,34.443212,0.999746,2745.557583,2695.319629,2746.057583,1401.180371,6.506274,29.745029,1058014.349983,1546.125096,684.300612,5034.000000,1039.433418,1012.425612,20.436026,17.916493,18.049502,17.783484,4.211827,0.999775,2163.073298,1599.960521,2163.573298,2496.539479,6.511050,29.627983,3720656.037907,2252.239885,1651.980352,13714.000000,3655.313580,1027.063346,21.372498,18.452118,18.557041,18.347194,26.457658,0.999644,2964.398402,988.370082,2964.898402,3108.129918,6.504504,29.562542,2738896.700653,2024.961094,1352.567567,10866.000000,2690.795979,1023.405911,20.283420,17.731061,17.894846,17.567276,33.046127,0.997922,1205.729044,2256.654380,1206.229044,1839.845620,6.518904,29.697970,473335.888262,1341.131173,352.937802,2784.000000,465.023126,1016.491034,20.499515,18.008020,17.993978,18.022063,46.866077,0.999426,1159.890608,3178.309346,1160.390608,918.190654,6.519310,29.796433,7214187.104483,2929.055178,2462.974122,29838.000000,7087.490976,1033.637347,18.993221,17.334836,17.424907,17.244764,39.341685,0.997196,1892.332269,1261.329406,1892.832269,2835.170594,6.513271,29.591811,8580933.797931,3156.246148,2718.715017,29750.000000,8430.234755,1043.327139,21.236304,18.312035,18.475579,18.148491,10.218394,0.999637
105,WASP-12b_00144_clean.fits,105.000000,0.000000,56319.657930,2456319.657930,2456319.657351,2456319.662798,2456319.663562,1.011557,81.318218,-19.990000,100.000000,6.509110,29.672297,20.996392,18.000000,32.000000,48.000000,0.137264,0.089150,0.138273,0.745585,0.460306,0.057455,0.830623,0.987688,0.000194,0.000184,0.000213,0.000661,0.000428,0.000166,0.000505,0.000576,709.333755,484.483398,649.881173,1127.556565,1074.511960,346.250920,1644.974672,1715.159388,8669003.341993,3918.920913,2398.583654,2017.126909,2399.083654,2079.373091,6.509098,29.672291,1189939.228645,1017.876020,1588.959754,748.879401,4972.000000,1169.041421,1014.024482,3397.000000,21.596926,18.615511,18.913721,18.317301,355.706207,0.998951,2429.656313,2347.175197,2430.156313,1749.324803,6.508844,29.707566,709579.127026,1428.015918,496.898612,3470.000000,697.117442,1011.384593,21.410077,18.535743,18.791036,18.280449,357.623389,0.999236,2743.061701,2697.723789,2743.561701,1398.776211,6.506274,29.745027,1053076.981810,1541.935931,682.957677,4937.000000,1034.582760,1009.592057,20.620392,18.133979,18.476988,17.790970,348.450035,0.998310,2160.704226,1602.388940,2161.204226,2494.111060,6.511050,29.627985,3702758.154159,2249.073595,1646.348151,12907.000000,3637.730020,1024.914731,21.902769,18.693227,19.059569,18.326885,357.866172,0.998456,2962.015020,990.692960,2962.515020,3105.807040,6.504504,29.562542,2732575.965811,2019.175762,1353.312583,10297.000000,2684.586249,1022.478361,20.529853,17.956025,18.313211,17.598840,13.823911,0.997984,1203.406465,2259.007455,1203.906465,1837.492545,6.518904,29.697960,471013.113186,1343.779167,350.513778,2756.000000,462.741143,1014.194476,21.020516,18.208015,18.359051,18.056979,11.992466,0.999670,1157.586287,3180.703370,1158.086287,915.796630,6.519310,29.796430,7200676.593739,2926.680413,2460.356300,29572.000000,7074.217738,1033.268635,19.349870,17.482185,17.805913,17.158456,22.032838,0.997345,1889.954953,1263.754865,1890.454953,2832.745135,6.513271,29.591813,8562271.785243,3152.634800,2715.909812,28005.000000,8411.900486,1040.708272,21.540736,18.539885,18.908028,18.171743,354.193759,0.998358
106,WASP-12b_00145_clean.fits,106.000000,0.000000,56319.659309,2456319.659309,2456319.658730,2456319.664177,2456319.664941,1.011590,81.305957,-20.000000,100.000000,6.509110,29.672297,21.245881,18.000000,32.000000,48.000000,0.137530,0.088718,0.138330,0.745635,0.460672,0.057602,0.829737,0.986488,0.000194,0.000184,0.000213,0.000661,0.000429,0.000166,0.000505,0.000576,710.095652,483.036810,649.296707,1127.396627,1074.752062,345.964896,1644.249162,1714.017554,8658447.946301,3915.178088,2401.647090,2016.710560,2402.147090,2079.789440,6.509098,29.672300,1190799.152519,1017.876020,1588.158309,749.798774,4610.000000,1169.886243,1012.424147,3403.000000,21.914698,18.692155,18.735524,18.648786,333.180282,0.999939,2432.668410,2346.718476,2433.168410,1749.781524,6.508844,29.707572,705561.816392,1424.395970,495.341065,3265.000000,693.170684,1009.548615,21.662300,18.553589,18.576433,18.530745,325.890963,0.999956,2746.089694,2697.281863,2746.589694,1399.218137,6.506274,29.745035,1052177.903795,1542.132553,682.287591,4493.000000,1033.699472,1008.342890,20.695306,18.208086,18.343892,18.072280,336.559069,0.999524,2163.680812,1601.936481,2164.180812,2494.563519,6.511050,29.627988,3698392.092473,2245.650662,1646.913367,11643.000000,3633.440636,1023.382067,22.113635,18.767828,18.848409,18.687246,339.554448,0.999871,2965.023106,990.271560,2965.523106,3106.228440,6.504505,29.562544,2730733.636581,2016.287834,1354.337209,9699.000000,2682.776275,1019.417768,20.652423,17.964797,18.061793,17.867802,31.197697,0.999457,1206.355613,2258.530709,1206.855613,1837.969291,6.518904,29.697964,471582.497060,1346.543444,350.217068,2546.000000,463.300528,1011.991981,21.160202,18.348092,18.270979,18.425206,288.476049,0.999889,1160.550094,3180.172866,1161.050094,916.327134,6.519310,29.796432,7184235.338941,2921.930600,2458.728944,26125.000000,7058.065225,1030.874751,19.940981,17.643227,17.725080,17.561373,35.709254,0.999152,1893.001585,1263.329829,1893.501585,2833.170171,6.513271,29.591818,8541451.448160,3148.974870,2712.454624,25673.000000,8391.445797,1039.435204,21.827503,18.597643,18.748485,18.446800,342.129214,0.999601
107,WASP-12b_00146_clean.fits,107.000000,0.000000,56319.660688,2456319.660688,2456319.660109,2456319.665556,2456319.666320,1.011676,81.274272,-20.000000,100.000000,6.509110,29.672297,21.693914,18.000000,32.000000,48.000000,0.137163,0.088799,0.138405,0.745620,0.459983,0.057828,0.832468,0.986607,0.000195,0.000186,0.000215,0.000667,0.000432,0.000168,0.000510,0.000580,701.978350,478.625770,643.479428,1117.560642,1064.995293,344.427856,1632.095550,1700.238338,8553588.888410,3902.013509,2400.257212,2016.361253,2400.757212,2080.138747,6.509098,29.672299,1173238.841342,1017.876020,1583.318442,740.999922,4399.000000,1152.634327,1013.050130,3439.000000,22.295063,19.046492,19.299474,18.793509,351.263985,0.999225,2431.267037,2346.407207,2431.767037,1750.092793,6.508844,29.707576,697600.501815,1421.337160,490.805786,3081.000000,685.349186,1010.313571,21.993713,18.893846,19.131941,18.655751,349.639642,0.999274,2744.752049,2696.872029,2745.252049,1399.627971,6.506275,29.745031,1039930.858497,1538.000702,676.157597,4311.000000,1021.667510,1009.536731,21.246426,18.573896,18.847049,18.300744,344.777455,0.998837,2162.364661,1601.585318,2162.864661,2494.914682,6.511050,29.627985,3653558.687594,2237.513610,1632.865459,11250.000000,3589.394599,1024.621716,22.539031,19.102640,19.359671,18.845608,351.700222,0.999212,2963.653181,989.908547,2964.153181,3106.591453,6.504504,29.562539,2694900.114243,2008.829189,1341.527756,9246.000000,2647.572064,1020.750071,21.196026,18.428726,18.713552,18.143899,12.185609,0.998849,1205.042974,2258.113664,1205.542974,1838.386336,6.518904,29.697960,467598.726261,1340.970573,348.701706,2452.000000,459.386720,1012.632000,21.691771,18.807260,18.894255,18.720265,352.390752,0.999908,1159.249443,3179.830901,1159.749443,916.669099,6.519310,29.796445,7120588.471364,2912.559370,2444.787408,25261.000000,6995.536129,1034.148844,20.192459,18.022736,18.307842,17.737630,20.596133,0.998233,1891.560938,1263.022510,1892.060938,2833.477490,6.513271,29.591817,8439026.973872,3132.909447,2693.670888,24227.000000,8290.820110,1043.086362,22.396824,18.979259,19.264244,18.694274,349.140749,0.998956
108,WASP-12b_00147_clean.fits,108.000000,0.000000,56319.662067,2456319.662067,2456319.661488,2456319.666935,2456319.667699,1.011813,81.223371,-20.000000,100.000000,6.509110,29.672297,21.164583,18.000000,32.000000,48.000000,0.137126,0.088822,0.138516,0.745144,0.460387,0.057674,0.830451,0.987910,0.000194,0.000185,0.000214,0.000664,0.000430,0.000167,0.000507,0.000578,705.188495,480.909068,646.985780,1122.590440,1069.704015,345.657961,1637.900929,1708.057794,8611497.559068,3910.675828,2399.116891,2015.428117,2399.616891,2081.071883,6.509098,29.672293,1180857.215784,1017.876020,1586.339353,744.391302,4720.000000,1160.118907,1014.005487,3427.000000,21.825239,18.733455,18.806576,18.660335,331.632746,0.999797,2430.105813,2345.493729,2430.605813,1751.006271,6.508844,29.707573,702493.447633,1424.492271,493.153569,3335.000000,690.156202,1010.621337,21.624911,18.625036,18.704293,18.545779,334.556485,0.999818,2743.650790,2695.937926,2744.150790,1400.562074,6.506274,29.745025,1047705.066289,1540.930590,679.917105,4635.000000,1029.305186,1010.486333,20.623095,18.233310,18.317041,18.149580,325.347552,0.999325,2161.195847,1600.675749,2161.695847,2495.824251,6.511050,29.627982,3676948.227641,2242.617147,1639.579111,11909.000000,3612.373370,1024.087033,22.078377,18.803143,18.908790,18.697497,336.709247,0.999733,2962.510458,989.100233,2963.010458,3107.399767,6.504504,29.562539,2714775.806371,2014.888841,1347.357607,10082.000000,2667.098697,1020.527794,20.701322,18.043412,18.177761,17.909063,20.058282,0.999621,1203.859936,2257.291278,1204.359936,1839.208722,6.518904,29.697966,469575.011133,1341.876079,349.939177,2539.000000,461.328297,1013.562553,21.107321,18.450068,18.382895,18.517241,272.899736,0.999946,1158.029575,3178.923465,1158.529575,917.576535,6.519310,29.796433,7151428.602270,2918.350122,2450.503985,27100.000000,7025.834643,1032.438143,19.500428,17.721447,17.865105,17.577788,25.000662,0.999364,1890.422730,1262.072174,1890.922730,2834.427826,6.513271,29.591811,8507382.985832,3143.548696,2706.299093,25815.000000,8357.975648,1041.056609,21.855970,18.660328,18.791869,18.528787,333.405544,0.999446
109,WASP-12b_00148_clean.fits,109.000000,0.000000,56319.663446,2456319.663446,2456319.662867,2456319.668314,2456319.669078,1.012004,81.153587,-20.000000,100.000000,6.509110,29.672297,20.600056,18.000000,32.000000,48.000000,0.137232,0.089115,0.138512,0.747460,0.458245,0.057676,0.829635,0.985564,0.000193,0.000184,0.000213,0.000663,0.000427,0.000166,0.000504,0.000575,709.457083,483.539483,649.867059,1127.905483,1073.976027,347.404276,1644.759910,1714.736620,8668087.747516,3918.010474,2399.809863,2015.206364,2400.309863,2081.293636,6.509098,29.672304,1189543.204750,1017.876020,1588.146231,749.013650,5031.000000,1168.652352,1010.966966,3448.000000,21.223315,18.419211,18.555468,18.282954,346.324049,0.999723,2430.858392,2345.181648,2431.358392,1751.318352,6.508844,29.707567,709251.785880,1430.320604,495.869097,3395.000000,696.795850,1007.708929,21.001751,18.368686,18.478860,18.258511,343.355019,0.999794,2744.357979,2695.716010,2744.857979,1400.783990,6.506274,29.745022,1054564.229339,1544.187234,682.925105,4801.000000,1036.043888,1006.895645,19.990847,17.907686,18.085760,17.729613,338.560581,0.999264,2161.863830,1600.343361,2162.363830,2496.156639,6.511050,29.627988,3707696.216673,2247.683333,1649.563425,12802.000000,3642.581360,1021.064572,21.355518,18.422153,18.620635,18.223672,357.248766,0.999531,2963.263846,988.503561,2963.763846,3107.996439,6.504505,29.562537,2723894.657656,2015.489682,1351.480329,10444.000000,2676.057403,1019.016534,20.080235,17.783962,17.972346,17.595578,21.215470,0.999176,1204.367955,2257.110517,1204.867955,1839.389483,6.518905,29.697969,472680.857969,1343.947843,351.710716,2614.000000,464.379599,1010.875291,20.761685,18.100497,18.124063,18.076931,32.277410,0.999963,1158.581285,3178.769532,1159.081285,917.730468,6.519310,29.796420,7191351.688240,2924.202035,2459.252679,28569.000000,7065.056597,1030.518325,19.164398,17.381291,17.555407,17.207175,27.320871,0.998802,1891.075865,1261.615640,1891.575865,2834.884360,6.513272,29.591808,8542957.173900,3148.067692,2713.714574,28631.000000,8392.925079,1037.093097,21.222697,18.292054,18.496587,18.087521,354.574247,0.999482
110,WASP-12b_00149_clean.fits,110.000000,0.000000,56319.664825,2456319.664825,2456319.664247,2456319.669693,2456319.670457,1.012247,81.065365,-20.010000,100.000000,6.509110,29.672297,21.172130,18.000000,32.000000,48.000000,0.137274,0.089245,0.137967,0.745577,0.460136,0.057722,0.831970,0.987217,0.000196,0.000186,0.000215,0.000668,0.000432,0.000168,0.000510,0.000581,701.381630,479.023238,641.202537,1116.923303,1064.336040,343.153408,1631.289269,1699.632714,8563291.114833,3909.824551,2401.192606,2017.352820,2401.692606,2079.147180,6.509098,29.672299,1175513.016963,1017.876020,1587.734313,740.371363,4646.000000,1154.868564,1019.061260,3385.000000,21.719434,18.798490,18.717392,18.879587,308.356031,0.998591,2432.178765,2347.415885,2432.678765,1749.084115,6.508844,29.707577,701612.086260,1428.201090,491.255812,3175.000000,689.290319,1015.860485,21.421828,18.705179,18.643892,18.766465,307.877232,0.999291,2745.613174,2697.963186,2746.113174,1398.536814,6.506275,29.745036,1038211.864931,1541.407101,673.548126,4331.000000,1019.978705,1016.138577,20.926577,18.402119,18.375863,18.428375,312.892167,0.998493,2163.158112,1602.541409,2163.658112,2493.958591,6.511051,29.627985,3657582.108587,2238.779154,1633.739577,11442.000000,3593.347360,1028.651572,22.002101,18.826306,18.842632,18.809980,316.709364,0.999154,2964.507131,991.025770,2965.007131,3105.474230,6.504505,29.562547,2698571.509921,2012.274308,1341.055491,9590.000000,2651.178982,1027.046745,20.770489,18.150416,18.116179,18.184654,278.799343,0.999984,1205.873712,2259.227191,1206.373712,1837.272809,6.518904,29.697976,467313.545134,1345.233743,347.384644,2571.000000,459.106547,1018.977752,21.123914,18.464890,18.327215,18.602565,297.087742,0.999351,1160.107847,3180.849594,1160.607847,915.650406,6.519310,29.796440,7124397.368801,2914.207750,2444.711558,26323.000000,6999.278135,1039.229395,19.405336,17.859444,17.822563,17.896325,274.345631,0.999983,1892.451768,1263.870256,1892.951768,2832.629744,6.513271,29.591808,8453823.069752,3137.101311,2694.788033,24820.000000,8305.356355,1047.975775,22.007358,18.705847,18.724627,18.687067,316.832268,0.999013
111,WASP-12b_00150_clean.fits,111.000000,0.000000,56319.666204,2456319.666204,2456319.665626,2456319.671072,2456319.671836,1.012543,80.959252,-20.020000,100.000000,6.509110,29.672297,21.048379,18.000000,32.000000,48.000000,0.137771,0.088526,0.138374,0.746570,0.460459,0.057515,0.829599,0.990159,0.000194,0.000185,0.000214,0.000664,0.000430,0.000167,0.000506,0.000578,708.946493,479.710008,646.157127,1124.495447,1071.633789,345.335621,1640.398803,1712.081752,8648857.843624,3922.008442,2398.441089,2016.825811,2398.941089,2079.674189,6.509098,29.672288,1191563.104338,1017.876020,1591.527492,748.691500,4886.000000,1170.636778,1019.460190,3487.000000,21.668662,18.626421,18.372632,18.880210,273.393940,0.999247,2429.460534,2346.911725,2429.960534,1749.588275,6.508844,29.707571,703377.655114,1430.171130,491.813630,3328.000000,691.024881,1018.393519,21.554394,18.446461,18.158286,18.734636,83.587531,0.998974,2742.795360,2697.401555,2743.295360,1399.098445,6.506275,29.745028,1051305.195126,1548.730094,678.817568,4552.000000,1032.842090,1017.032860,20.459301,18.134312,17.860923,18.407701,279.804080,0.998976,2160.542507,1602.180548,2161.042507,2494.319452,6.511050,29.627988,3696947.217978,2247.143172,1645.176535,12470.000000,3632.021136,1030.510239,21.978911,18.724993,18.453017,18.996969,88.744211,0.999155,2961.735769,990.593541,2962.235769,3105.906459,6.504505,29.562538,2726845.437066,2019.434571,1350.301453,10910.000000,2678.956360,1026.563490,20.437549,17.937705,17.693007,18.182404,68.521593,0.998611,1203.145949,2258.574501,1203.645949,1837.925499,6.518905,29.697951,470382.338341,1345.521249,349.591163,2631.000000,462.121446,1019.226010,21.003293,18.272535,17.839224,18.705846,82.823151,0.997606,1157.293740,3180.336314,1157.793740,916.163686,6.519311,29.796431,7175079.513943,2923.222487,2454.510236,27892.000000,7049.070196,1036.915666,19.611469,17.681542,17.438945,17.924138,66.174341,0.998341,1889.794886,1263.643062,1890.294886,2832.856938,6.513271,29.591822,8563747.210739,3152.555306,2716.446304,27256.000000,8413.350000,1045.435618,21.673456,18.461897,18.262050,18.661745,273.020196,0.999526
